Common Name,Scientific Name,ESA Listing Status,Is Foreign?,Taxonomic Family,Taxonomic Group,Taxonomic Kingdom
Long-tailed chinchilla,Chinchilla lanigera,Under Review,TRUE,Chinchillidae,Mammals,Animal
Long-tailed duck,Clangula hyemalis,Resolved Taxon,FALSE,Anatidae,Birds,Animal
Long-tailed ground roller,Uratelornis chimaera,Endangered,TRUE,Brachypteraciidae,Birds,Animal
Long-tailed langur,Presbytis potenziani,Threatened,TRUE,Cercopithecidae,Mammals,Animal
Long-tailed marsupial-mouse,Sminthopsis longicaudata,Endangered,TRUE,Dasyuridae,Mammals,Animal
Long-tailed otter,Lontra (=Lutra) longicaudis (incl. platensis),Endangered,TRUE,Mustelidae,Mammals,Animal
Long-tailed pangolin,Manis tetradactyla,Under Review,TRUE,Manidae,Mammals,Animal
Long-tailed shrew,Sorex dispar,Resolved Taxon,FALSE,Soricidae,Mammals,Animal
Long Valley milk-vetch,Astragalus johannis-howellii,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Long Valley speckled dace,Rhinichthys osculus ssp.,Under Review,FALSE,Cyprinidae,Fishes,Animal
Lora Aborn's moth,Lorita abornana,Resolved Taxon,FALSE,Cochylidae,Insects,Animal
Lord Howe Long-Eared Bat,Nyctophilus howensis,Under Review,TRUE,Vespertilionidae,Mammals,Animal
Lord Howe pied currawong,Strepera graculina crissalis,Candidate,TRUE,Cracticidae,Birds,Animal
Lord Howe wood rail,Gallirallus (=Tricholimnas) sylvestris,Endangered,TRUE,Rallidae,Birds,Animal
Lori's Columbine,Aquilegia loriae,Resolved Taxon,FALSE,Ranunculaceae,Flowering Plants,Plant
Los Angeles little pocket mouse,Perognathus longimembris brevinasus,Species of Concern,FALSE,Heteromyidae,Mammals,Animal
Los Angeles sunflower,Helianthus nuttallii parishii,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Los Olmos tiger beetle,Cicindela nevadica olmosa,Species of Concern,FALSE,Cicindelidae,Insects,Animal
Los Pinitos Dodder,Cuscuta dentatasquamata,Resolved Taxon,FALSE,Convolvulaceae,Flowering Plants,Plant
Lost Creek wild buckwheat,Eriogonum mitophyllum,Resolved Taxon,FALSE,Polygonaceae,Flowering Plants,Plant
Lost ethmiid moth,Ethmia monachella,Species of Concern,FALSE,Ethmiidae,Insects,Animal
Lost Hills saltbush,Atriplex vallicola,Species of Concern,FALSE,Chenopodiaceae,Flowering Plants,Plant
Lost Nantahala Cave spider,Nesticus cooperi,Species of Concern,FALSE,Nesticidae,Arachnids,Animal
Lost River sucker,Deltistes luxatus,Endangered,FALSE,Catostomidae,Fishes,Animal
Lotis blue butterfly,Lycaeides argyrognomon lotis,Endangered,FALSE,Lycaenidae,Insects,Animal
Louie's pocket gopher,Thomomys mazama louiei,Resolved Taxon,FALSE,Geomyidae,Mammals,Animal
Louisiana black bear,Ursus americanus luteolus,Recovery,FALSE,Ursidae,Mammals,Animal
Louisiana blue-star,Amsonia ludoviciana,Resolved Taxon,FALSE,Apocynaceae,Flowering Plants,Plant
Louisiana Eye silkmoth,Automeris louisiana,Status Undefined,FALSE,Saturniidae,Insects,Animal
Louisiana pearlshell,Margaritifera hembeli,Threatened,FALSE,Unionidae,Clams,Animal
Louisiana Pigtoe,Pleurobema riddellii,Under Review,FALSE,Unionidae,Clams,Animal
Louisiana pinesnake,Pituophis ruthveni,Threatened,FALSE,Colubridae,Reptiles,Animal
Louisiana prairie vole,Microtus ochrogaster ludovicianus,Resolved Taxon,FALSE,Muridae,Mammals,Animal
Louisiana quillwort,Isoetes louisianensis,Endangered,FALSE,Isoetaceae,Ferns and Allies,Plant
Louisiana Slimy Salamander,Plethodon kisatchie,Species of Concern,FALSE,Plethodontidae,Amphibians,Animal
Louisiana Waterthrush,Parkesia motacilla,Species of Concern,FALSE,Parulidae,Birds,Animal
Louisville Cave beetle,Pseudanophthalmus troglodytes,Resolved Taxon,FALSE,Carabidae,Insects,Animal
Louisville crayfish,Orconectes jeffersoni,Species of Concern,FALSE,Cambaridae,Crustaceans,Animal
loulu,Pritchardia aylmer-robinsonii,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia bakeri,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia glabrata,Resolved Taxon,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia hardyi,Endangered,FALSE,Asteraceae,Flowering Plants,Plant
loulu,Pritchardia kaalae,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia lanaiensis,Resolved Taxon,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia lanigera,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia maideniana,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia martii,Resolved Taxon,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia minor,Resolved Taxon,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia munroi,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia napaliensis,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia remota,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia schattaueri,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
loulu,Pritchardia viscosa,Endangered,FALSE,Arecaceae,Flowering Plants,Plant
Loulu,Pritchardia affinis,Resolved Taxon,FALSE,Arecaceae,Flowering Plants,Plant
loulu lelo,Pritchardia hillebrandii,Resolved Taxon,FALSE,Arecaceae,Flowering Plants,Plant
Lovegrass noctuid moth,Hypena plagiota,Resolved Taxon,FALSE,Noctuidae,Insects,Animal
Low beardtongue,Penstemon humilis var. humilis,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Low beardtongue,Penstemon nanus,Species of Concern,FALSE,Scrophulariaceae,Flowering Plants,Plant
Low bush monkeyflower,Diplacus aridus,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Lower Keys cotton rat,Sigmodon hispidus exsputus,Resolved Taxon,FALSE,Muridae,Mammals,Animal
Lower Keys marsh rabbit,Sylvilagus palustris hefneri,Endangered,FALSE,Leporidae,Mammals,Animal
Lowland anoa,Bubalus depressicornis,Endangered,TRUE,Bovidae,Mammals,Animal
Lowland leopard (=San Felipe leopard) frog,Rana yavapaiensis,Species of Concern,FALSE,Ranidae,Amphibians,Animal
Lucifer Hummingbird,Calothorax lucifer,Species of Concern,FALSE,Trochilidae,Birds,Animal
Lucy's warbler,Vermivora luciae,Status Undefined,FALSE,Parulidae,Birds,Animal
Lum's micro-blind harvestman,Microcina lumi,Species of Concern,FALSE,Phalangodidae,Arachnids,Animal
Lupine blue butterfly,Plebejus lupini texanus,Resolved Taxon,FALSE,Lycaenidae,Insects,Animal
"Lupine, San Mateo tre",Lupinus arboreus eximius,Species of Concern,FALSE,Fabaceae,Flowering Plants,Plant
Luzon peacock swallowtail butterfly,Papilio chikae,Endangered,TRUE,Papilionidae,Insects,Animal
Lynn's clubtail,Gomphus lynnae,Species of Concern,FALSE,Gomphidae,Insects,Animal
Lyon's pentachaeta,Pentachaeta lyonii,Endangered,FALSE,Asteraceae,Flowering Plants,Plant
Lyrate bladderpod,Lesquerella lyrata,Threatened,FALSE,Brassicaceae,Flowering Plants,Plant
Lyrate mountainsnail,Oreohelix haydeni haydeni,Species of Concern,FALSE,Oreohelicidae,Snails,Animal
Lyrate rocksnail,Leptoxis lirata,Resolved Taxon,FALSE,Pleuroceridae,Snails,Animal
macaroni penguin,Eudyptes chrysolophus,Species of Concern,TRUE,Spheniscidae,Birds,Animal
MacDougal''s Yellowtops,Flaveria mcdougalii,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
MacFarlane's four-o'clock,Mirabilis macfarlanei,Threatened,FALSE,Nyctaginaceae,Flowering Plants,Plant
MacGillivray's Seaside sparrow,Ammodramus maritimus macgillivraii,Resolved Taxon,FALSE,Emberizidae,Birds,Animal
Macgillivray's warbler,oporornis tolmiei,Species of Concern,FALSE,fringillidae,Birds,Animal
MacKenzie's cave amphipod,Stygobromus mackenziei,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
MacNeill sooty wing skipper,Hesperopsis gracielae,Species of Concern,FALSE,Hesperiidae,Insects,Animal
Macoun's Cinquefoil,Potentilla macounii,Resolved Taxon,FALSE,Rosaceae,Flowering Plants,Plant
Maculated manfreda skipper,Stallingsia maculosus,Resolved Taxon,FALSE,Megathymidae,Insects,Animal
Madagascar pochard,Aythya innotata,Endangered,TRUE,Anatidae,Birds,Animal
Madagascar radiated tortoise,Geochelone radiata,Endangered,TRUE,Testudinidae,Reptiles,Animal
Madagascar red owl,Tyto soumagnei,Endangered,TRUE,Tytonidae,Birds,Animal
Madagascar sea eagle,Haliaeetus vociferoides,Endangered,TRUE,Accipitridae,Birds,Animal
Madagascar serpent eagle,Eutriorchis astur,Endangered,TRUE,Accipitridae,Birds,Animal
Madera Talussnail,Sonorella clappi,Resolved Taxon,FALSE,Helminthoglyptidae,Snails,Animal
Madison Cave isopod,Antrolana lira,Threatened,FALSE,Cirolanidae,Crustaceans,Animal
Madla Cave Meshweaver,Cicurina madla,Endangered,FALSE,Dictynidae,Arachnids,Animal
Magazine Mountain mold beetle,Arianops sandersoni,Species of Concern,FALSE,Pselaphidae,Insects,Animal
Magazine Mountain shagreen,Inflectarius magazinensis,Recovery,FALSE,Polygyridae,Snails,Animal
Magdalena Mountainsnail,Oreohelix magdalenae,Resolved Taxon,FALSE,Oreohelicidae,Snails,Animal
Magenta petrel,Pterodroma magentae,Endangered,TRUE,Procellariidae,Birds,Animal
Magnificent Frigatebird,Fregata magnificens,Species of Concern,FALSE,Fregatidae,Birds,Animal
Magnificent ramshorn,Planorbella magnifica,Candidate,FALSE,Planorbidae,Snails,Animal
Maguire daisy,Erigeron maguirei,Recovery,FALSE,Asteraceae,Flowering Plants,Plant
Maguire primrose,Primula maguirei,Threatened,FALSE,Primulaceae,Flowering Plants,Plant
Mahoe,Alectryon macrococcus,Endangered,FALSE,Sapindaceae,Flowering Plants,Plant
Maiden rocksnail,Leptoxis formosa,Resolved Taxon,FALSE,Pleuroceridae,Snails,Animal
Maiden Spring cave beetle,Pseudanophthalmus virginicus,Under Review,FALSE,Carabidae,Insects,Animal
Makou,Botrychium subbifoliatum,Species of Concern,FALSE,Ophioglossaceae,Ferns and Allies,Plant
Makou,Brachionidium ciliolatum,Species of Concern,FALSE,Orchidaceae,Flowering Plants,Plant
Makou,Peucedanum sandwicense,Threatened,FALSE,Apiaceae,Flowering Plants,Plant
Makou,Ranunculus hawaiensis,Endangered,FALSE,Ranunculaceae,Flowering Plants,Plant
Makou,Ranunculus mauiensis,Endangered,FALSE,Ranunculaceae,Flowering Plants,Plant
Malabar large-spotted civet,Viverra civettina (=megaspila c.),Endangered,TRUE,Viverridae,Mammals,Animal
Maleo megapode,Macrocephalon maleo,Endangered,TRUE,Megapodiidae,Birds,Animal
Malheur Cave amphipod,Stygobromus hubbsi,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Malheur mottled sculpin,Cottus bairdii,Species of Concern,FALSE,Cottidae,Fishes,Animal
Malheur pseudoscorpion,Apochthonius malheuri,Species of Concern,FALSE,Chthoniidae,Arachnids,Animal
Malheur Valley fiddleneck,Amsinckia carinata,Resolved Taxon,FALSE,Boraginaceae,Flowering Plants,Plant
Malheur wire-lettuce,Stephanomeria malheurensis,Endangered,FALSE,Asteraceae,Flowering Plants,Plant
Mallard,Anas platyrhynchos,Status Undefined,FALSE,Anatidae,Birds,Animal
Malone Mountains Moonpod,Selinocarpus maloneanus,Resolved Taxon,FALSE,,Flowering Plants,Plant
Mammoth Spring crayfish,Orconectes marchandi,Under Review,FALSE,Cambaridae,Crustaceans,Animal
Mancos columbine,Aquilegia micrantha mancosana,Resolved Taxon,FALSE,Ranunculaceae,Flowering Plants,Plant
Mancos milk-vetch,Astragalus humillimus,Endangered,FALSE,Fabaceae,Flowering Plants,Plant
Mandrill,Mandrillus (=Papio) sphinx,Endangered,TRUE,Cercopithecidae,Mammals,Animal
Maned wolf,Chrysocyon brachyurus,Endangered,TRUE,Canidae,Mammals,Animal
Manena,Melicope cinerea,Resolved Taxon,FALSE,Rutaceae,Flowering Plants,Plant
Mangrove clapper rail,Rallus longirostris insularum,Species of Concern,FALSE,Rallidae,Birds,Animal
Mangrove Cuckoo,Coccyzus minor,Species of Concern,FALSE,Cuculidae,Birds,Animal
Manhart's sedge,Carex manhartii,Species of Concern,FALSE,Cyperaceae,Flowering Plants,Plant
Manitou cavesnail,Antrorbis breweri,Under Review,FALSE,Hydrobiidae,Snails,Animal
Mann's bluegrass,Poa mannii,Endangered,FALSE,Poaceae,Flowering Plants,Plant
Manoa bidens,Bidens coarctata,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Mantled howler monkey,Alouatta palliata,Endangered,TRUE,Cebidae,Mammals,Animal
Manus Island tree snail,Papustyla pulcherrima,Endangered,TRUE,Camaenidae,Snails,Animal
Manx Shearwater,Puffinus puffinus,Species of Concern,FALSE,Procellariidae,Birds,Animal
Many-colored Fruit-Dove,Ptilinopus perousii,Species of Concern,FALSE,Columbidae,Birds,Animal
Many-colored Fruit-Dove,Ptilinopus perousii perousii,Resolved Taxon,FALSE,Columbidae,Birds,Animal
Many-flowered navarretia,Navarretia leucocephala ssp. plieantha,Endangered,FALSE,Polemoniaceae,Flowering Plants,Plant
Many-flowered nehe,Lipochaeta profusa profusa,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Many-flowered unicorn plant,Proboscidea spicata,Resolved Taxon,FALSE,Martyniaceae,Flowering Plants,Plant
Manyflower grasspink,Calopogon multiflorus,Status Undefined,FALSE,Orchidaceae,Flowering Plants,Plant
Many-stemmed liveforever,Dudleya multicaulis,Species of Concern,FALSE,Crassulaceae,Flowering Plants,Plant
Ma`ohi`ohi,Stenogyne rugosa subulata,Resolved Taxon,FALSE,Lamiaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea amplexicaulis,Resolved Taxon,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea apokremnos,Endangered,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea globosa foliosior,Resolved Taxon,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea globosa globosa,Resolved Taxon,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea globosa graminifolia,Resolved Taxon,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea hawaiiensis,Endangered,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea kealiae,Endangered,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea ligustrina nematopoda,Resolved Taxon,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oli`oli,Schiedea pubescens,Endangered,FALSE,Caryophyllaceae,Flowering Plants,Plant
Ma`oloa,Neraudia melastomifolia,Resolved Taxon,FALSE,Urticaceae,Flowering Plants,Plant
Mao (= maomao) (honeyeater),Gymnomyza samoensis,Endangered,FALSE,Meliphagidae,Birds,Animal
Mapele,Cyrtandra cyaneoides,Endangered,FALSE,Gesneriaceae,Flowering Plants,Plant
Maple Canyon Woodlandsnail,Ashmunella todseni,Resolved Taxon,FALSE,Polygyridae,Snails,Animal
Maple-leaf oak,Quercus shumardii acerifolia,Species of Concern,FALSE,Fagaceae,Flowering Plants,Plant
Mapleleaf Oak,Quercus acerifolia,Resolved Taxon,FALSE,Fagaceae,Flowering Plants,Plant
Maraca,Canna pertusa,Species of Concern,FALSE,Cannaceae,Flowering Plants,Plant
Maravillas milkwort,Polygala maravillasensis,Species of Concern,FALSE,Polygalaceae,Flowering Plants,Plant
Maravillas red shiner,Cyprinella lutrensis blairi,Resolved Taxon,FALSE,Cyprinidae,Fishes,Animal
Marble Canyon kangaroo rat,Dipodomys microps leucotis,Species of Concern,FALSE,Heteromyidae,Mammals,Animal
Marble Canyon Spurge,Euphorbia aaronrossii,Under Review,FALSE,Euphorbiaceae,Flowering Plants,Plant
Marbled cat,Pardofelis (=Felis) marmorata,Endangered,TRUE,Felidae,Mammals,Animal
Marbled disc,Discus marmorensis,Species of Concern,FALSE,Discidae,Snails,Animal
Marbled Godwit,Limosa fedoa,Species of Concern,FALSE,Scolopacidae,Birds,Animal
Marbled murrelet,Brachyramphus marmoratus,Threatened,FALSE,Alcidae,Birds,Animal
Marbled murrelet,Brachyramphus marmoratus,Species of Concern,FALSE,Alcidae,Birds,Animal
Marbled underwing moth,Catocala marmorata,Resolved Taxon,FALSE,Noctuidae,Insects,Animal
Marble Mountain catchfly,Silene marmorensis,Species of Concern,FALSE,Caryophyllaceae,Flowering Plants,Plant
"Marble-seeded, few-spined prickly-pear",Opuntia engelmannii flexospina,Species of Concern,FALSE,Cactaceae,Flowering Plants,Plant
Marcescent dudleya,Dudleya cymosa ssp. marcescens,Threatened,FALSE,Crassulaceae,Flowering Plants,Plant
Mardon skipper,Polites mardon,Resolved Taxon,FALSE,Hesperiidae,Insects,Animal
Margaretta's hermit,Phaethornis malaris margarettae,Endangered,TRUE,Trochilidae,Birds,Animal
Margarita River skimmer,Macromia margarita,Under Review,FALSE,Macromiidae,Insects,Animal
Margay,Leopardus (=Felis) wiedii,Endangered,TRUE,Felidae,Mammals,Animal
Margined sculpin,Cottus marginatus,Species of Concern,FALSE,Cottidae,Fishes,Animal
Maria Island ground lizard,Cnemidophorus vanzoi,Endangered,TRUE,Teiidae,Reptiles,Animal
Maria Island snake,Liophus ornatus,Endangered,TRUE,Colubridae,Reptiles,Animal
Mariana (=aga) Crow,Corvus kubaryi,Endangered,FALSE,Corvidae,Birds,Animal
Mariana common moorhen,Gallinula chloropus guami,Endangered,FALSE,Rallidae,Birds,Animal
Mariana eight-spot butterfly,Hypolimnas octocula marianensis,Endangered,FALSE,Nymphalidae,Insects,Animal
Mariana fruit Bat (=Mariana flying fox),Pteropus mariannus mariannus,Threatened,FALSE,Pteropodidae,Mammals,Animal
Mariana fruit dove,Ptilinopus roseicapilla,Resolved Taxon,FALSE,Columbidae,Birds,Animal
Mariana gray swiftlet,Aerodramus vanikorensis bartschi,Endangered,FALSE,Apodidae,Birds,Animal
Mariana Kingfisher,Todiramphus albicilla,Species of Concern,FALSE,Alcedinidae,Birds,Animal
Mariana mallard,Anas oustaleti,Extinction,FALSE,Anatidae,Birds,Animal
Marianas euploea butterfly,Euploea eleutho,Resolved Taxon,FALSE,Danaidae,Insects,Animal
Mariana wandering butterfly,Vagrans egistina,Endangered,FALSE,Nymphalidae,Insects,Animal
Maricao cimarron,Byrsonima lucida,Species of Concern,FALSE,Malpighiaceae,Flowering Plants,Plant
Maricao cimarron,Byrsonima spicata,Species of Concern,FALSE,Malpighiaceae,Flowering Plants,Plant
Maricopa tiger beetle,Cicindela oregona maricopa,Species of Concern,FALSE,Cicindelidae,Insects,Animal
Marin bentgrass,Agrostis blasdalei marinensis,Resolved Taxon,FALSE,Poaceae,Flowering Plants,Plant
Marin blind harvestman,Calicina diminua,Status Undefined,FALSE,Phalangodidae,Arachnids,Animal
Marin checkermallow,Sidalcea hickmanii viridis,Species of Concern,FALSE,Malvaceae,Flowering Plants,Plant
Marin dwarf-flax,Hesperolinon congestum,Threatened,FALSE,Linaceae,Flowering Plants,Plant
Marin elfin,Incisalia mossii ssp.,Species of Concern,FALSE,Lycaenidae,Insects,Animal
Marine otter,Lontra (=Lutra) felina,Endangered,TRUE,Mustelidae,Mammals,Animal
Marin knotweed,Polygonum marinense,Species of Concern,FALSE,Polygonaceae,Flowering Plants,Plant
Marin manzanita,Arctostaphylos virgata,Resolved Taxon,FALSE,Ericaceae,Flowering Plants,Plant
Mariposa clarkia,Clarkia biloba australis,Resolved Taxon,FALSE,Onagraceae,Flowering Plants,Plant
Mariposa lily,Calochortus simulans,Resolved Taxon,FALSE,Liliaceae,Flowering Plants,Plant
Mariposa lily,Calochortus venustus sanguineus,Resolved Taxon,FALSE,Liliaceae,Flowering Plants,Plant
Mariposa lupine,Lupinus citrinus deflexus,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Mariposa pussypaws,Calyptridium pulchellum,Threatened,FALSE,Portulacaceae,Flowering Plants,Plant
Maritime california-lilac,Ceanothus maritimus,Species of Concern,FALSE,Rhamnaceae,Flowering Plants,Plant
Maritime Texas pocket gopher,Geomys personatus maritimus,Species of Concern,FALSE,Geomyidae,Mammals,Animal
Markhor,Capra falconeri,Under Review,TRUE,Bovidae,Mammals,Animal
Marquesan monarch,Pomarea mendozae mira,Resolved Taxon,TRUE,Corvidae,Birds,Animal
Marquesas pigeon,Ducula galeata,Endangered,TRUE,Columbidae,Birds,Animal
Marron bacora,Solanum conocarpum,Proposed Endangered,FALSE,Solanaceae,Flowering Plants,Plant
Marron's San Carlos riffle beetle,Huleechius marroni carolus,Species of Concern,FALSE,Elmidae,Insects,Animal
Marsh deer,Blastocerus dichotomus,Endangered,TRUE,Cervidae,Mammals,Animal
Marsh Sandwort,Arenaria paludicola,Endangered,FALSE,Caryophyllaceae,Flowering Plants,Plant
Marsh Slug,Deroceras heterura,Resolved Taxon,FALSE,Limacidae,Snails,Animal
Marsh valerian,Valeriana uliginosa,Resolved Taxon,FALSE,Valerianaceae,Flowering Plants,Plant
Marsh wren,Cistothorus palustris,Status Undefined,FALSE,Troglodytidae,Birds,Animal
Martha's Vineyard short-tailed shrew,Blarina brevicauda aloga,Resolved Taxon,FALSE,Soricidae,Mammals,Animal
Martha's Vineyard white-footed mouse,Peromyscus leucopus fusus,Resolved Taxon,FALSE,Muridae,Mammals,Animal
Martin cave beetle,Pseudanophthalmus pusillus,Species of Concern,FALSE,Carabidae,Insects,Animal
Martinique trembler (thrasher),Cinclocerthia ruficauda gutturalis,Endangered,TRUE,Mimidae,Birds,Animal
Marungu sunbird,Nectarinia prigoginei,Endangered,TRUE,Nectariniidae,Birds,Animal
Mary Alice's smallheaded fly,Eulonchus marialiciae,Species of Concern,FALSE,Acroceridae,Insects,Animal
Maryland bur-marigold,Bidens bidentoides mariana,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Maryland cave beetle,Pseudanopthalmus sp.,Species of Concern,FALSE,Carabidae,Insects,Animal
Maryland darter,Etheostoma sellare,Endangered,FALSE,Percidae,Fishes,Animal
Maryland glyph,Glyphyalinia raderi,Species of Concern,FALSE,Zonitidae,Snails,Animal
Mary's bluet,Hedyotis butterwickiae,Resolved Taxon,FALSE,Rubiaceae,Flowering Plants,Plant
Marysville California kangaroo rat,Dipodomys californicus eximius,Species of Concern,FALSE,Heteromyidae,Mammals,Animal
Mascarene black petrel,Pterodroma aterrima,Endangered,TRUE,Procellariidae,Birds,Animal
Masked bobwhite (quail),Colinus virginianus ridgwayi,Endangered,FALSE,Phasianidae,Birds,Animal
Masked Booby,Sula dactylatra,Species of Concern,FALSE,Sulidae,Birds,Animal
Masked Duck,Nomonyx dominicus,Species of Concern,FALSE,Anatidae,Birds,Animal
Masked duskysnail,Lyogyrus spb,Resolved Taxon,FALSE,Hydrobiidae,Snails,Animal
Masonic Mountain jewelflower,Streptanthus oliganthus,Species of Concern,FALSE,Brassicaceae,Flowering Plants,Plant
Mason's lilaeopsis,Lilaeopsis masonii,Species of Concern,FALSE,Apiaceae,Flowering Plants,Plant
Mason's sky-pilot,Polemonium chartaceum,Resolved Taxon,FALSE,Polemoniaceae,Flowering Plants,Plant
Mat-forming quillwort,Isoetes tegetiformans,Endangered,FALSE,Isoetaceae,Ferns and Allies,Plant
Mat-forming water-hyssop,Bacopa innominata,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Mathias' coyote-thistle,Eryngium mathiasiae,Resolved Taxon,FALSE,Apiaceae,Flowering Plants,Plant
Mathis spiderling,Boerhavia mathisiana,Species of Concern,FALSE,Nyctaginaceae,Flowering Plants,Plant
Mat leastdaisy,Chaetopappa hersheyi,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Matthew's wild-buckwheat,Eriogonum corymbosum matthewsae,Resolved Taxon,FALSE,Polygonaceae,Flowering Plants,Plant
Mattoni''s blue,Euphilotes pallescens mattonii,Resolved Taxon,FALSE,Lycaenidae,Insects,Animal
Mattoni's blue,Euphilotes rita mattoni,Species of Concern,FALSE,Lycaenidae,Insects,Animal
Maui `akala long-horned beetle,Plagithmysus rubi,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui akepa,Loxops ochraceus,Endangered,FALSE,Drepanidinae,Birds,Animal
Maui alani long-horned beetle,Plagithmysus alani,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui 'Alauahio,Paroreomyza montana,Species of Concern,FALSE,Fringillidae,Birds,Animal
Maui banana omoides moth,Omoides musicola,Species of Concern,FALSE,Pyralidae,Insects,Animal
Maui dolphin,Cephalorhynchus hectori maui,Endangered,FALSE,Delphinidae,Mammals,Animal
Maui dubautia long-horned beetle,Plagithmysus dubautianus,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui forest long-horned beetle,Plagithmysus sylvai,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui koa long-horned beetle,Plagithmysus koae,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui love grass,Eragrostis mauiensis,Resolved Taxon,FALSE,Poaceae,Flowering Plants,Plant
Maui mamaki long-horned beetle,Plagithmysus pipturicola,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui nukupuu,Hemignathus affinis,Endangered,FALSE,Fringillidae,Birds,Animal
Maui parrotbill (Kiwikiu),Pseudonestor xanthophrys,Endangered,FALSE,Drepanidinae,Birds,Animal
Maui reedgrass,Calamagrostis expansa,Endangered,FALSE,Poaceae,Flowering Plants,Plant
Maui remya,Remya mauiensis,Endangered,FALSE,Asteraceae,Flowering Plants,Plant
Maui similar long-horned beetle,Plagithmysus simillimus,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui speculifer long-horned beetle,Plagithmysus speculifer,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Maui tree snail,Partulina anceyana,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina carnicolor,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina crocea,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina dolei,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina fusoidea,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina germana,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina gouldii,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina grisea,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina induta,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina kaaeana,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina lemmoni,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina marmorata,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina mutabilis,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina natti,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina nivea,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina perdix,Species of Concern,FALSE,Achatinellidae,Snails,Animal
Maui tree snail,Partulina plumbea,Species of Concern,FALSE,Achatinellidae,Snails,Animal
